,Area (m2),Property Type,Bedrooms,Bathrooms,Address,Law Document,Quarter,Year,Latitude,Longitude,Postal Code,Importance,Place Rank,City,Price (billion VND)
30391,79.0,2.0,4.0,2.0,2659.0,6.0,2.0,2019.0,20.99906,105.8187,10165.0,7.283054856179167e-05,30.0,1.0,6.4
30926,720.0,2.0,4.0,2.0,6450.0,5.0,4.0,2021.0,20.9905234,105.5251894,10000.0,7.283054856179167e-05,30.0,1.0,0.2
9848,108.0,0.0,3.0,2.0,6173.0,6.0,1.0,2020.0,21.0090571,105.8607507,10078.0,7.283054856179167e-05,30.0,1.0,3.0
18156,140.0,3.0,4.0,3.0,4401.0,6.0,4.0,2020.0,20.98865560106272,105.8811329069458,11622.0,0.0534061638818951,26.0,1.0,2.175
2858,55.0,0.0,2.0,2.0,4047.0,4.0,3.0,2022.0,10.695890007212054,106.61780361499883,71812.0,0.0534003669794765,26.0,0.0,1.13
3194,76.0,0.0,2.0,2.0,5009.0,4.0,3.0,2022.0,10.8483113,106.7471122,10000.0,0.2548236191516143,16.0,0.0,2.28
4769,92.4,2.0,1.0,1.0,1460.0,6.0,1.0,2023.0,10.829495510008908,106.7057986931882,72309.0,0.0534003669794765,26.0,0.0,6.5
2433,90.4,0.0,3.0,2.0,3194.0,6.0,4.0,2022.0,10.8547943,106.6560591,71500.0,0.0534003669794765,26.0,0.0,3.2
23616,63.0,2.0,4.0,2.0,6358.0,5.0,4.0,2024.0,21.0829044,105.8475265,12323.0,0.0534061638818951,26.0,1.0,15.4
4188,146.8,2.0,7.0,6.0,5877.0,6.0,2.0,2023.0,10.756591403923256,106.7230327363328,71800.0,0.0534003669794765,26.0,0.0,5.5
11408,84.0,0.0,4.0,2.0,3046.0,5.0,3.0,2022.0,21.0186765,105.884813,11622.0,0.0534061638818951,26.0,1.0,2.982
13753,67.0,0.0,4.0,2.0,7244.0,5.0,4.0,2021.0,20.9996159,105.7912759,12011.0,7.283054856179167e-05,30.0,1.0,0.37
14465,172.0,0.0,4.0,2.0,6376.0,5.0,3.0,2024.0,21.0634093,105.7952744,10264.0,0.0534061638818951,26.0,1.0,12.0
6183,47.8,2.0,2.0,2.0,7553.0,6.0,4.0,2022.0,10.76433988298081,106.69527963390496,71010.0,0.0534003669794765,26.0,0.0,4.3
5254,124.8,2.0,4.0,3.0,7490.0,6.0,4.0,2022.0,10.862106745236368,106.69808414883715,71514.0,0.0534003669794765,26.0,0.0,5.3
21866,44.0,3.0,4.0,3.0,3317.0,6.0,2.0,2019.0,20.99648,105.85873,11617.0,0.0534061638818951,26.0,1.0,2.8
496,140.0,0.0,3.0,2.0,3923.0,6.0,4.0,2023.0,10.793902081990852,106.71816003879228,72508.0,0.0534003669794765,26.0,0.0,12.9
35131,240.0,4.0,4.0,2.0,2613.0,4.0,3.0,2020.0,20.9386292,105.787502,10170.0,0.0534061638818951,26.0,1.0,6.96
5994,73.0,2.0,2.0,2.0,5083.0,6.0,4.0,2022.0,10.784004,106.6078353,10000.0,0.2149005410734394,16.0,0.0,4.2
4531,130.0,2.0,3.0,2.0,5399.0,6.0,1.0,2023.0,10.783372694390344,106.63808470126448,72012.0,0.0534003669794765,26.0,0.0,7.45
28562,136.0,2.0,10.0,11.0,7130.0,3.0,3.0,2021.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,28.0
18913,48.0,3.0,4.0,2.0,7263.0,6.0,2.0,2019.0,20.97598,105.81986,11718.0,0.0534061638818951,26.0,1.0,2.8
17232,57.0,3.0,4.0,2.0,1134.0,6.0,1.0,2022.0,21.0198542,105.8011746,11513.0,7.283054856179167e-05,30.0,1.0,6.5
8643,70.0,0.0,3.0,1.0,6914.0,6.0,1.0,2024.0,20.9739692,105.8216911,11718.0,7.283054856179167e-05,30.0,1.0,2.5
34289,162.0,4.0,4.0,2.0,1882.0,5.0,3.0,2019.0,20.979868,105.74391939999998,10170.0,0.0400728305485618,27.0,1.0,0.82
19574,36.0,3.0,3.0,2.0,2728.0,3.0,2.0,2019.0,21.03221,105.82542,10060.0,0.0400728305485618,27.0,1.0,4.2
31234,43.0,2.0,9.0,2.0,7130.0,5.0,1.0,2023.0,21.0180725,105.8299495,10306.0,7.283054856179167e-05,30.0,1.0,6.3
6450,45.2,2.0,1.0,2.0,3142.0,6.0,4.0,2022.0,10.764724760295849,106.65084363109706,72000.0,0.0534003669794765,26.0,0.0,2.9
25197,50.0,2.0,4.0,3.0,2283.0,3.0,3.0,2020.0,21.0164891,105.8227091,10265.0,0.0534061638818951,26.0,1.0,12.0
32659,50.0,4.0,6.0,6.0,4276.0,3.0,2.0,2022.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,9.9
18921,30.0,3.0,2.0,2.0,1663.0,3.0,2.0,2019.0,21.00111,105.81045,10165.0,0.0534061638818951,26.0,1.0,2.15
34153,298.0,4.0,4.0,5.0,1996.0,4.0,3.0,2019.0,21.052397706255984,105.79626555103756,10065.0,0.0534061638818951,26.0,1.0,74.5
15065,99.0,0.0,3.0,2.0,5613.0,6.0,1.0,2021.0,21.004469879621706,105.794199605249,10055.0,7.283054856179167e-05,30.0,1.0,5.3
23765,90.0,2.0,4.0,5.0,3747.0,3.0,2.0,2024.0,10.876248,106.660338,71514.0,0.0534003669794765,26.0,1.0,25.5
16755,220.0,3.0,4.0,2.0,7378.0,3.0,3.0,2022.0,21.0165628,105.8005259,10055.0,7.283054856179167e-05,30.0,1.0,50.0
15764,550.0,3.0,6.0,8.0,313.0,6.0,1.0,2024.0,21.0142451,105.8316192,10306.0,7.283054856179167e-05,30.0,1.0,20.0
24401,30.0,2.0,4.0,2.0,7262.0,5.0,3.0,2022.0,20.9639387,105.8184402,10136.0,0.0400728305485618,27.0,1.0,3.8
24241,33.0,2.0,4.0,2.0,1377.0,5.0,4.0,2022.0,21.0132507,105.8657274,10078.0,0.0400728305485618,27.0,1.0,4.5
27133,560.0,2.0,100.0,100.0,5613.0,3.0,4.0,2022.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,160.0
35059,108.0,4.0,4.0,2.0,5247.0,4.0,3.0,2020.0,21.0216695,105.9141793,8443.0,0.0400728305485618,27.0,1.0,9.0
24181,220.0,2.0,3.0,4.0,5522.0,3.0,1.0,2023.0,21.0123071,105.8451758,10058.0,0.0534061638818951,26.0,1.0,165.0
8930,142.0,0.0,4.0,3.0,6420.0,5.0,3.0,2022.0,21.0218044,105.790872,10079.0,7.283054856179167e-05,30.0,1.0,3.5
22218,35.0,3.0,4.0,2.0,2259.0,5.0,3.0,2020.0,21.0249595,105.795396,10036.0,7.283054856179167e-05,30.0,1.0,4.0
8366,74.98,2.0,2.0,2.0,4665.0,6.0,2.0,2022.0,10.826612471139033,106.67970865797685,70048.0,0.0534003669794765,26.0,0.0,3.4
29251,100.0,2.0,4.0,2.0,2008.0,3.0,4.0,2021.0,21.008903,105.858755,10078.0,0.0534061638818951,26.0,1.0,24.5
26812,90.0,2.0,5.0,2.0,2180.0,3.0,2.0,2023.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,64.0
23903,59.0,2.0,6.0,4.0,2734.0,6.0,4.0,2023.0,21.0043966,105.8611706,10078.0,7.283054856179167e-05,30.0,1.0,6.2
36072,93.0,4.0,4.0,2.0,3853.0,4.0,2.0,2023.0,20.9886295,105.8057079,10135.0,0.0534061638818951,26.0,1.0,23.529
5065,110.0,2.0,2.0,2.0,3193.0,6.0,4.0,2022.0,10.7621739,106.65712385,72415.0,0.0534003669794765,26.0,0.0,13.3
28198,44.0,2.0,4.0,2.0,5683.0,5.0,4.0,2021.0,20.9651059,105.76968,10170.0,0.0534061638818951,26.0,1.0,7.2
5043,117.1,2.0,3.0,3.0,5882.0,6.0,1.0,2023.0,10.786640287597733,106.67253688991732,70150.0,0.0534003669794765,26.0,0.0,10.5
30508,50.0,2.0,4.0,2.0,6169.0,5.0,2.0,2019.0,21.04437,105.80858,10072.0,0.0534061638818951,26.0,1.0,8.0
33974,270.0,4.0,4.0,2.0,6977.0,5.0,4.0,2019.0,21.0105208,105.952941,10000.0,0.0534061638818951,26.0,1.0,13.5
8755,74.0,0.0,4.0,2.0,3308.0,5.0,1.0,2023.0,20.9959104,105.8576533,11617.0,0.0534061638818951,26.0,1.0,4.2
3283,92.5,0.0,2.0,2.0,7484.0,4.0,3.0,2022.0,10.803839875227192,106.61586729323032,71913.0,0.0534003669794765,26.0,0.0,4.85
4983,500.0,2.0,8.0,8.0,2572.0,6.0,1.0,2023.0,10.850236111309917,106.7543420492458,71221.0,0.0534003669794765,26.0,0.0,15.0
4982,73.0,2.0,2.0,1.0,5089.0,6.0,1.0,2023.0,10.879668,106.7712306,10000.0,0.2469167499081304,16.0,0.0,3.8
21323,48.0,3.0,4.0,4.0,2880.0,3.0,2.0,2019.0,21.01245,105.81347,10167.0,0.0534061638818951,26.0,1.0,4.0
18403,55.0,3.0,5.0,4.0,1833.0,5.0,2.0,2020.0,21.0362368,105.7905825,10141.0,0.0534061638818951,26.0,1.0,5.1
27416,130.0,2.0,6.0,6.0,4465.0,6.0,3.0,2022.0,20.9654323,105.7894045,10156.0,0.2950322711385111,30.0,1.0,31.0
710,67.2,0.0,2.0,2.0,4053.0,4.0,3.0,2023.0,10.751516964937055,106.72436880991388,71800.0,0.0534003669794765,26.0,0.0,4.1
936,63.85,0.0,1.0,1.0,3242.0,4.0,3.0,2023.0,10.7877607,106.73540090245127,71108.0,6.703364614323671e-05,30.0,0.0,10.9
21949,25.0,3.0,4.0,2.0,2578.0,5.0,2.0,2019.0,21.0176,105.84001,10017.0,0.0400728305485618,27.0,1.0,1.7
33664,90.0,4.0,4.0,5.0,6447.0,6.0,2.0,2020.0,20.97067531016244,105.8739682979614,11622.0,0.0534061638818951,26.0,1.0,9.0
4561,145.4,2.0,4.0,3.0,2534.0,6.0,1.0,2023.0,10.82134809092447,106.59996241412868,71914.0,0.0534003669794765,26.0,0.0,4.5
33229,348.0,4.0,4.0,2.0,3822.0,5.0,1.0,2021.0,21.062802515886656,105.79950727514652,10264.0,7.283054856179167e-05,30.0,1.0,43.0
840,57.1,0.0,2.0,1.0,3944.0,5.0,3.0,2023.0,10.7131998,106.7313261,72915.0,0.0534003669794765,26.0,0.0,2.47
6661,152.8,2.0,6.0,4.0,5944.0,6.0,3.0,2022.0,10.865038058331708,106.63095275692817,71507.0,0.0534003669794765,26.0,0.0,4.95
34897,71.0,4.0,4.0,2.0,7327.0,2.0,4.0,2019.0,20.9509435,105.81957050000004,10136.0,0.0534061638818951,26.0,1.0,0.7
33424,116.0,4.0,4.0,2.0,6380.0,3.0,3.0,2020.0,21.046723,105.7484312,34000.0,0.0534061638818951,26.0,1.0,25.0
13369,86.0,0.0,2.0,2.0,492.0,6.0,4.0,2020.0,20.9972163,105.8028779,10055.0,7.283054856179167e-05,30.0,1.0,2.7
16012,66.0,3.0,5.0,6.0,5698.0,3.0,3.0,2023.0,21.0539773,105.8106837,10072.0,0.0400728305485618,27.0,1.0,26.0
18167,40.0,3.0,2.0,1.0,2351.0,3.0,4.0,2020.0,21.045977,105.7838024,10065.0,7.283054856179167e-05,30.0,1.0,2.35
15582,85.0,3.0,4.0,2.0,3692.0,5.0,3.0,2024.0,21.0377412,105.8008204,10198.0,0.0534061638818951,26.0,1.0,16.9
24149,102.0,2.0,4.0,2.0,3742.0,3.0,1.0,2023.0,21.0406301,105.7904009,10179.0,7.283054856179167e-05,30.0,1.0,25.0
16475,120.0,3.0,3.0,3.0,4376.0,6.0,4.0,2022.0,20.9933548,105.8892392,11622.0,7.283054856179167e-05,30.0,1.0,12.5
24515,59.0,2.0,4.0,2.0,3686.0,6.0,2.0,2022.0,21.0218664,105.7998876,10298.0,7.283054856179167e-05,30.0,1.0,6.5
32696,131.0,4.0,4.0,2.0,7339.0,3.0,2.0,2022.0,20.898557,105.8545477,12506.0,0.0534061638818951,26.0,1.0,8.3
28104,95.0,2.0,4.0,4.0,6198.0,3.0,4.0,2021.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,1.95
26175,40.0,2.0,4.0,2.0,7373.0,3.0,2.0,2019.0,21.03906,105.79124,10179.0,0.0534061638818951,26.0,1.0,13.0
1088,93.0,0.0,2.0,2.0,3266.0,4.0,3.0,2023.0,10.7743783,106.7245043,72806.0,0.0534003669794765,26.0,0.0,13.6
23523,60.0,3.0,4.0,2.0,3741.0,3.0,3.0,2024.0,10.876248,106.660338,71514.0,0.0534003669794765,26.0,1.0,13.5
23816,43.0,2.0,8.0,8.0,1664.0,3.0,1.0,2024.0,20.99958444878072,105.81104023921738,10165.0,7.283054856179167e-05,30.0,1.0,6.8
29371,55.0,2.0,4.0,2.0,2361.0,5.0,4.0,2021.0,21.0460398,105.7932705,10179.0,0.0400728305485618,27.0,1.0,6.3
25646,105.0,2.0,4.0,2.0,2673.0,5.0,2.0,2019.0,20.99074,105.81568,11718.0,0.0534061638818951,26.0,1.0,18.3
26922,120.0,2.0,2.0,2.0,3801.0,3.0,1.0,2023.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,65.0
25665,78.0,2.0,4.0,2.0,2662.0,6.0,2.0,2019.0,20.99744,105.81821,10165.0,0.0400728305485618,27.0,1.0,6.4
34702,200.0,4.0,4.0,2.0,5100.0,5.0,3.0,2019.0,21.0287612,105.96117479999998,10000.0,0.0400728305485618,27.0,1.0,8.9
17505,75.0,3.0,4.0,2.0,6969.0,5.0,4.0,2021.0,21.0145487,105.8212321,10265.0,7.283054856179167e-05,30.0,1.0,16.25
9194,87.0,0.0,2.0,2.0,1659.0,6.0,4.0,2021.0,21.0084335,105.7692056,10074.0,7.283054856179167e-05,30.0,1.0,4.5
14457,172.0,0.0,4.0,2.0,6376.0,5.0,3.0,2024.0,21.0634093,105.7952744,10264.0,0.0534061638818951,26.0,1.0,12.0
10538,96.0,0.0,4.0,2.0,6376.0,5.0,3.0,2024.0,21.0634093,105.7952744,10264.0,0.0534061638818951,26.0,1.0,7.5
12517,83.6,0.0,2.0,2.0,1626.0,6.0,2.0,2021.0,21.0364144,105.7899179,10141.0,7.283054856179167e-05,30.0,1.0,4.15
7436,161.6,2.0,7.0,7.0,6016.0,6.0,3.0,2022.0,10.777706762692569,106.66534142268902,72000.0,0.0534003669794765,26.0,0.0,7.1
26509,55.0,2.0,1.0,2.0,1367.0,6.0,1.0,2024.0,21.0008143,105.8517814,11617.0,0.0400728305485618,27.0,1.0,2.45
35623,165.0,4.0,4.0,4.0,3838.0,3.0,1.0,2023.0,20.9849911,105.7863219,12011.0,0.0534061638818951,26.0,1.0,20.89
10054,69.0,0.0,3.0,2.0,4442.0,6.0,2.0,2019.0,20.94434,105.75093,10170.0,7.283054856179167e-05,30.0,1.0,0.14
19349,42.0,3.0,3.0,4.0,332.0,3.0,2.0,2019.0,21.00289,105.85437,10053.0,7.283054856179167e-05,30.0,1.0,3.5
20172,40.0,3.0,3.0,4.0,6367.0,2.0,2.0,2019.0,21.06428,105.80627,10206.0,7.283054856179167e-05,30.0,1.0,2.9
3057,80.0,0.0,2.0,1.0,4575.0,6.0,3.0,2022.0,10.699063728792911,106.62481199620704,71812.0,0.0534003669794765,26.0,0.0,1.3
26195,40.0,2.0,4.0,3.0,6111.0,3.0,2.0,2019.0,21.00993,105.85076,10058.0,7.283054856179167e-05,30.0,1.0,12.0
30369,18.0,2.0,4.0,2.0,5176.0,5.0,2.0,2019.0,20.98234,105.84809,11617.0,0.0400728305485618,27.0,1.0,1.95
29525,86.0,2.0,4.0,2.0,5324.0,3.0,2.0,2022.0,21.0277644,105.8341598,10081.0,0.0534061638818951,26.0,1.0,17.3
10642,95.0,0.0,4.0,2.0,3434.0,5.0,3.0,2024.0,21.0454641,105.8011445,10072.0,7.283054856179167e-05,30.0,1.0,6.85
23556,92.0,3.0,4.0,2.0,7213.0,5.0,3.0,2024.0,21.0349893,105.7938017,10141.0,7.283054856179167e-05,30.0,1.0,17.0
11399,91.2,0.0,2.0,2.0,1160.0,6.0,3.0,2022.0,21.015445173943004,105.81410277378843,10167.0,7.283054856179167e-05,30.0,1.0,0.8
27998,37.0,2.0,4.0,3.0,5613.0,3.0,4.0,2021.0,21.0105633,105.7994223,10055.0,0.0534061638818951,26.0,1.0,4.4
35338,108.0,4.0,4.0,4.0,7097.0,6.0,3.0,2021.0,21.153076,105.8162676,12323.0,0.0534061638818951,26.0,1.0,0.59
21786,50.0,3.0,4.0,2.0,1369.0,3.0,2.0,2019.0,21.00101,105.85062,11617.0,7.283054856179167e-05,30.0,1.0,5.8
5208,77.8,2.0,4.0,3.0,1808.0,6.0,4.0,2022.0,10.826112515063578,106.63384167351556,71509.0,0.0534003669794765,26.0,0.0,3.89
7015,50.6,2.0,2.0,2.0,4534.0,6.0,3.0,2022.0,10.797646893943083,106.62320613101704,72011.0,0.0534003669794765,26.0,0.0,2.82
28040,27.0,2.0,3.0,3.0,5631.0,6.0,4.0,2021.0,21.008903,105.858755,10078.0,0.0534061638818951,26.0,1.0,2.95
13532,71.4,0.0,2.0,2.0,1740.0,4.0,2.0,2021.0,21.0273956,105.8950695,8443.0,0.0534061638818951,26.0,1.0,2.8
365,80.0,0.0,2.0,2.0,3923.0,4.0,4.0,2023.0,10.793902081990852,106.71816003879228,72508.0,0.0534003669794765,26.0,0.0,10.3
18625,34.0,3.0,4.0,2.0,6626.0,5.0,1.0,2020.0,21.0055646,105.8277585,10165.0,0.2483037281456032,30.0,1.0,3.0
1227,129.0,0.0,3.0,2.0,1685.0,6.0,3.0,2023.0,10.811615381418704,106.69826677930236,72317.0,0.0534003669794765,26.0,0.0,4.8
10946,116.0,0.0,3.0,2.0,323.0,6.0,4.0,2023.0,20.997929,105.7953267,12011.0,7.283054856179167e-05,30.0,1.0,0.25
18217,60.0,3.0,4.0,2.0,5295.0,5.0,4.0,2020.0,21.00244664209966,105.86130859947508,11622.0,7.283054856179167e-05,30.0,1.0,6.4
6382,139.8,2.0,4.0,4.0,3123.0,6.0,4.0,2022.0,10.8175831,106.685244,71409.0,6.703364614323671e-05,30.0,0.0,6.3
17348,53.0,3.0,4.0,2.0,2104.0,5.0,4.0,2021.0,20.955835,105.7563658,10170.0,0.0534061638818951,26.0,1.0,3.29
23184,59.0,3.0,4.0,2.0,4691.0,3.0,1.0,2023.0,21.0272556,105.8326992,10081.0,0.0534061638818951,26.0,1.0,5.8
20432,40.0,3.0,4.0,2.0,5596.0,3.0,2.0,2019.0,21.02208,105.83156,10081.0,7.283054856179167e-05,30.0,1.0,3.8
26816,65.0,2.0,3.0,2.0,2173.0,3.0,2.0,2023.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,36.0
419,75.0,0.0,2.0,2.0,3927.0,4.0,4.0,2023.0,10.72856765,106.7004481,72915.0,0.0534003669794765,26.0,0.0,3.75
24166,77.0,2.0,20.0,2.0,2882.0,3.0,1.0,2023.0,21.0043958,105.8180744,10165.0,7.283054856179167e-05,30.0,1.0,13.0
29862,132.0,2.0,2.0,2.0,2164.0,3.0,1.0,2023.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,109.0
13637,87.0,0.0,2.0,2.0,4834.0,6.0,3.0,2021.0,21.0685308,105.802696,10264.0,7.283054856179167e-05,30.0,1.0,3.5
17079,55.0,3.0,4.0,3.0,2086.0,6.0,2.0,2022.0,20.965193,105.7842685,10156.0,0.0400728305485618,27.0,1.0,4.75
23171,25.0,3.0,4.0,2.0,3526.0,3.0,1.0,2023.0,21.0267509,105.8385143,10329.0,7.283054856179167e-05,30.0,1.0,2.7
21618,68.0,3.0,4.0,2.0,3800.0,3.0,2.0,2019.0,21.04108,105.8482,11058.0,7.283054856179167e-05,30.0,1.0,16.8
13512,86.0,0.0,4.0,1.0,3044.0,2.0,1.0,2021.0,21.039305926106408,105.91356628063969,8443.0,0.0534061638818951,26.0,1.0,2.218
20744,30.0,3.0,3.0,2.0,4413.0,3.0,2.0,2019.0,21.02324,105.79474,10079.0,7.283054856179167e-05,30.0,1.0,2.8
10497,52.0,0.0,2.0,2.0,4467.0,6.0,2.0,2019.0,21.04484,105.92767,8443.0,0.0534061638818951,26.0,1.0,0.999
20715,36.0,3.0,4.0,2.0,1431.0,5.0,2.0,2019.0,20.9901,105.82182,11718.0,0.0534061638818951,26.0,1.0,2.9
14580,81.0,0.0,2.0,2.0,845.0,2.0,2.0,2019.0,20.99929,105.86715,11622.0,0.0534061638818951,26.0,1.0,2.8
4140,70.9,0.0,2.0,2.0,6035.0,5.0,3.0,2021.0,10.75335225916436,106.71392140532092,72800.0,0.0534003669794765,26.0,0.0,5.85
20806,30.0,3.0,4.0,2.0,4413.0,3.0,2.0,2019.0,21.02324,105.79474,10079.0,7.283054856179167e-05,30.0,1.0,2.8
35749,50.0,4.0,4.0,2.0,5114.0,5.0,2.0,2019.0,20.99818,105.94032,10000.0,0.0534061638818951,26.0,1.0,7.5
11762,75.0,0.0,2.0,2.0,3434.0,5.0,2.0,2022.0,21.0438759,105.802612,10072.0,7.283054856179167e-05,30.0,1.0,3.5
22019,37.0,3.0,5.0,4.0,1171.0,3.0,4.0,2019.0,21.0396057,105.79442949999998,10179.0,0.0534061638818951,26.0,1.0,4.2
31877,85.0,4.0,4.0,2.0,2686.0,5.0,4.0,2021.0,20.955835,105.7563658,10170.0,0.0534061638818951,26.0,1.0,0.48
12112,77.0,0.0,2.0,2.0,2253.0,6.0,4.0,2021.0,20.98673049275916,105.85705840583498,11617.0,0.0400728305485618,27.0,1.0,2.5
17665,40.0,3.0,4.0,4.0,2905.0,2.0,4.0,2021.0,21.0122732,105.7708047,10074.0,0.0534061638818951,26.0,1.0,2.6
3561,83.0,0.0,2.0,2.0,4049.0,6.0,3.0,2022.0,10.70810255,106.6413621,71812.0,0.0534003669794765,26.0,0.0,1.85
6751,118.0,2.0,6.0,3.0,4566.0,6.0,3.0,2022.0,10.789781638318813,106.64664616217632,72117.0,0.0534003669794765,26.0,0.0,11.0
32492,84.0,4.0,4.0,4.0,1944.0,3.0,4.0,2022.0,21.0078386,105.9376756,8443.0,0.0400728305485618,27.0,1.0,11.5
20931,24.0,3.0,4.0,2.0,5325.0,3.0,2.0,2019.0,20.99774,105.79883,10055.0,7.283054856179167e-05,30.0,1.0,2.4
1113,78.0,0.0,2.0,2.0,3923.0,4.0,2.0,2023.0,10.793902081990852,106.71816003879228,72508.0,0.0534003669794765,26.0,0.0,11.6
21584,32.0,3.0,4.0,2.0,2697.0,5.0,2.0,2019.0,20.98424,105.81312,10135.0,0.0400728305485618,27.0,1.0,4.4
16746,30.0,3.0,3.0,4.0,6385.0,6.0,3.0,2022.0,21.0104989,105.9096443,8443.0,0.0534061638818951,26.0,1.0,2.35
23364,52.0,3.0,4.0,2.0,6209.0,5.0,3.0,2023.0,21.0516835,105.8112908,10072.0,7.283054856179167e-05,30.0,1.0,6.5
7323,96.0,2.0,2.0,2.0,4725.0,6.0,3.0,2022.0,10.806425307506007,106.59663171788004,71913.0,0.0534003669794765,26.0,0.0,2.6
13435,87.0,0.0,3.0,2.0,2900.0,6.0,1.0,2021.0,21.00966917131795,105.77393752012942,10074.0,0.0534061638818951,26.0,1.0,0.45
17030,33.0,3.0,9.0,9.0,2055.0,6.0,2.0,2022.0,20.9636429,105.7776653,10189.0,0.0534061638818951,26.0,1.0,3.3
14014,75.0,0.0,2.0,2.0,1360.0,3.0,2.0,2022.0,21.0634093,105.7952744,10264.0,0.0534061638818951,26.0,1.0,3.5
33702,110.0,4.0,4.0,2.0,5321.0,5.0,2.0,2020.0,20.9959819,105.8097244,10165.0,0.0534061638818951,26.0,1.0,17.0
29775,168.0,2.0,8.0,10.0,6706.0,3.0,4.0,2022.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,22.0
11297,110.0,0.0,3.0,2.0,484.0,6.0,4.0,2022.0,20.9968022,105.8612143,11617.0,7.283054856179167e-05,30.0,1.0,7.0
30992,550.0,2.0,4.0,3.0,3654.0,6.0,4.0,2021.0,21.02031169748824,105.84516912380371,11019.0,7.283054856179167e-05,30.0,1.0,266.0
17411,73.0,3.0,4.0,2.0,7130.0,2.0,4.0,2021.0,21.01331620548238,105.81810291439696,10167.0,0.0534061638818951,26.0,1.0,7.8
2910,67.0,0.0,2.0,1.0,2471.0,4.0,3.0,2022.0,10.679713058123657,106.75001293240187,10000.0,0.0534003669794765,26.0,0.0,1.3
5402,50.0,2.0,1.0,2.0,3012.0,6.0,4.0,2022.0,10.790166724378578,106.59008533637848,71913.0,0.0534003669794765,26.0,0.0,2.55
19663,44.0,3.0,2.0,2.0,2578.0,6.0,2.0,2019.0,21.0176,105.84001,10017.0,0.0400728305485618,27.0,1.0,2.5
26735,205.0,2.0,6.0,4.0,6315.0,6.0,2.0,2023.0,21.0498859,105.7314496,34000.0,0.0400728305485618,27.0,1.0,6.5
35918,84.0,4.0,3.0,2.0,3264.0,6.0,3.0,2021.0,21.0571733713228,105.91284672275393,8443.0,0.0534061638818951,26.0,1.0,2.2
20994,27.0,3.0,3.0,3.0,3565.0,3.0,2.0,2019.0,21.03567,105.83176,10056.0,7.283054856179167e-05,30.0,1.0,3.2
24173,32.0,2.0,4.0,2.0,3085.0,3.0,1.0,2023.0,21.0280646,105.8557045,11007.0,7.283054856179167e-05,30.0,1.0,34.0
7491,73.6,2.0,2.0,2.0,5884.0,6.0,3.0,2022.0,10.80205618227581,106.63069089549472,72011.0,0.0534003669794765,26.0,0.0,3.65
14079,120.0,0.0,4.0,2.0,492.0,5.0,3.0,2022.0,20.9972163,105.8028779,10055.0,7.283054856179167e-05,30.0,1.0,2.9
25070,55.0,2.0,4.0,2.0,6344.0,6.0,2.0,2021.0,21.0128979,105.8354966,10306.0,0.0534061638818951,26.0,1.0,23.0
26277,50.0,2.0,4.0,2.0,3729.0,5.0,2.0,2019.0,20.99925,105.82582,10165.0,7.283054856179167e-05,30.0,1.0,16.0
33926,143.0,4.0,4.0,2.0,7312.0,5.0,4.0,2019.0,21.0156301,105.94621840000002,8443.0,0.0534061638818951,26.0,1.0,7.5
35766,220.0,4.0,4.0,4.0,2697.0,6.0,2.0,2019.0,20.98424,105.81312,10135.0,0.0400728305485618,27.0,1.0,16.0
21065,30.0,3.0,4.0,2.0,3789.0,5.0,2.0,2019.0,20.99027,105.80281,12011.0,0.0400728305485618,27.0,1.0,2.5
23299,30.0,3.0,4.0,2.0,2583.0,5.0,2.0,2023.0,21.019454,105.8385705,10017.0,7.283054856179167e-05,30.0,1.0,2.9
7047,35.5,2.0,1.0,1.0,4588.0,6.0,3.0,2022.0,10.79534285,106.66379205,72215.0,0.0534003669794765,26.0,0.0,2.4
1713,61.73,0.0,2.0,2.0,1910.0,4.0,4.0,2022.0,10.827487643169691,106.62078177229526,71509.0,0.0534003669794765,26.0,0.0,1.79
4909,88.8,2.0,2.0,2.0,4081.0,6.0,1.0,2023.0,10.823626853857292,106.70039832917487,72309.0,0.0534003669794765,26.0,0.0,19.8
11914,36.0,0.0,4.0,2.0,1944.0,6.0,1.0,2022.0,21.0105208,105.952941,10000.0,0.0534061638818951,26.0,1.0,1.498
13839,61.0,0.0,2.0,1.0,3811.0,4.0,4.0,2021.0,21.0465833,105.8775243,10207.0,7.283054856179167e-05,30.0,1.0,2.7
5443,300.0,2.0,10.0,10.0,4082.0,6.0,4.0,2022.0,10.8100914,106.7124598,72309.0,0.0534003669794765,26.0,0.0,13.5
6861,195.5,2.0,5.0,5.0,2516.0,6.0,3.0,2022.0,10.767477455242156,106.59684519450992,73118.0,0.0534003669794765,26.0,0.0,6.3
14798,88.0,0.0,4.0,2.0,36.0,5.0,2.0,2019.0,20.99833,105.8061,10055.0,7.283054856179167e-05,30.0,1.0,0.29
